manuscript_environment,internal_environment,variant_key,variant_name,episode_count,success_count,failure_count,collision_episode_count,collision_episode_rate,collision_sample_count,seed_min,seed_max,path_length_mean,path_length_std,path_length_min,path_length_max,path_length_median,maximum_curvature_mean,maximum_curvature_std,maximum_curvature_min,maximum_curvature_max,maximum_curvature_median,minimum_obstacle_clearance_mean,minimum_obstacle_clearance_std,minimum_obstacle_clearance_min,minimum_obstacle_clearance_max,minimum_obstacle_clearance_median,smoothness_mean,smoothness_std,smoothness_min,smoothness_max,smoothness_median,wheel_effort_mean,wheel_effort_std,wheel_effort_min,wheel_effort_max,wheel_effort_median,centering_mean,centering_std,centering_min,centering_max,centering_median,route_runtime_seconds_mean,route_runtime_seconds_std,route_runtime_seconds_min,route_runtime_seconds_max,route_runtime_seconds_median
Level-1,Easy,full_proposed,Full proposed method,30,30,0,0,0.0,0,20260703,20260732,18.31560331346631,0.1698916389260907,17.923154812638995,18.742207981685716,18.34734413782891,151.22809645816227,263.7023119858666,11.867060786751935,1472.9875474088835,81.86445599351752,0.3076449463452987,0.044958354672574516,0.223606797749979,0.4,0.30000000000000004,196.57071520786593,11.057942487097675,171.01289262852413,219.23384404657838,196.74424278479074,37.517778320943485,8.265772868563106,26.627565613017513,57.784527738189325,35.26212512808554,1025.6470969592863,43.53091003331214,951.4953657243042,1105.2994354694406,1010.2547152773761,73.14838146333496,5.162863424682713,65.72514750000846,93.4636593000032,71.32509914999537
Level-1,Easy,no_astar_initialization,No A* initialization,30,30,0,0,0.0,0,20260703,20260732,18.31283128531949,0.3001582904184465,17.934678694579116,18.98368621090786,18.253752610683208,46.4904788543395,49.6765339469414,7.436004533374373,182.1911705278675,24.15465749800503,0.2394030416765497,0.02619510710068262,0.223606797749979,0.28284271247461906,0.223606797749979,198.38587336079848,20.728822245007823,163.1175147791174,259.29439504554614,194.87785675130834,35.68088025504361,9.290720680774527,20.29096303348851,59.064324306671324,32.94345609568071,1179.274115946292,64.56342312931186,1052.1282811533652,1375.9150671308448,1171.3415660816727,71.04452919333367,2.662518132364241,67.39639029999671,79.95241080000415,70.22403390000545
Level-1,Easy,no_post_processing,No post-processing,30,30,0,0,0.0,0,20260703,20260732,21.559752260562707,0.2936662698116129,21.116869701963388,22.232946959553914,21.52535669348307,79.10199713191673,197.11084782497332,6.993671046102959,1126.4173098270176,33.0259816395036,0.3306948580480308,0.057511542556772995,0.2,0.447213595499958,0.316227766016838,342.47327689497195,30.058358262442823,289.97102108450207,396.5962879373211,339.50717702709767,605.2396100007568,92.87534837058023,447.62503971829057,863.7130148521992,598.7375879402687,900.0695360598397,30.196511016905717,845.2789488970141,973.4537991766806,896.0809728550647,53.078399350000836,3.4515191313306035,50.22507619998942,65.4720731999987,51.694223300000886
Level-1,Easy,no_softmin_adaptive_fusion,No softmin adaptive fusion,30,30,0,0,0.0,0,20260703,20260732,20.7577853306085,0.4068973633248959,20.006071037962386,21.91523613373502,20.67873756022881,4.432156035928519,0.3810835254745271,3.881960257287436,5.70888029216192,4.3941196041784485,0.28284271247461906,0.0,0.28284271247461906,0.28284271247461906,0.28284271247461906,291.0449425891465,5.725952736386357,283.0713739885757,308.2255434159396,289.22796352674777,101.48291837857435,12.44373638912808,76.92213694902225,128.37876594181762,99.02595340768096,1477.5911031446021,23.754356681388348,1427.4892647157615,1514.5015587868002,1480.248299570542,71.97499221333322,3.4038185497377067,67.70667509999475,79.67393360000278,70.52715924999939
Level-1,Easy,reduced_bspline_representation,Reduced B-Spline representation,30,30,0,0,0.0,0,20260703,20260732,18.394115947811265,0.10186465523995786,18.171947999398025,18.61085664811458,18.42467327615653,197.36133146454452,684.2383239600608,8.809449843704801,3816.164105136976,34.55332330983964,0.3181078258115091,0.042513658481417534,0.223606797749979,0.4,0.316227766016838,192.55920197832694,12.430134536825488,172.35447884158876,212.53749363075877,196.87903840487357,37.51818922888104,19.496843293822785,24.71049285813942,134.7960887492795,34.2178348904288,1006.7735166805102,31.459679440489897,960.7283978645377,1080.281235112955,1006.4080668360742,71.19707367999993,2.614197271583594,67.66074619999563,78.90544269999373,70.32280814999831
Level-1,Easy,reduced_objective_nsga,Reduced-objective NSGA-II,30,30,0,0,0.0,0,20260703,20260732,21.44882686955218,0.22580551349521466,21.00774769535144,21.951721006582495,21.459521713587733,4.607854219817802,0.7114186051317722,3.8586189313098136,8.179813387579287,4.55066854415968,0.28284271247461906,0.0,0.28284271247461906,0.28284271247461906,0.28284271247461906,304.55912202842825,4.391006023401004,298.1747414207306,312.94958282358937,305.6148811651433,113.97370436205232,13.99536080311476,89.82312998365553,137.45650869969418,114.04853135863499,1491.5369458623438,11.76815252801734,1455.7719905045162,1511.974345491297,1492.5989794736283,70.11326887333416,3.0093134815500604,65.73583469999721,78.34291099999973,69.34451190000254
Level-2,Moderate-I,full_proposed,Full proposed method,30,30,0,0,0.0,0,20270703,20270732,22.113525236707183,0.3123383856398722,21.62341568217536,22.887020988972424,22.075024758212116,416.8424437707501,1549.00802061133,6.438149017595559,8576.852565148469,27.248529979921926,0.271049835637304,0.029416320883548237,0.223606797749979,0.30000000000000004,0.28284271247461906,198.2366725913636,22.37569667992673,157.70409409280802,262.8776139680419,196.8801224398581,50.097189545472176,27.83662556083292,24.440267333990203,153.76306215958988,40.522224456261114,1453.291021749742,42.82826594076295,1383.4391039731506,1592.812016752279,1449.9877327836227,81.71810632999937,1.0484366575890727,79.49353110000084,83.76542870000412,81.9790514999986
Level-2,Moderate-I,no_astar_initialization,No A* initialization,30,30,0,0,0.0,0,20270703,20270732,22.15370319382706,0.4606286318060695,21.555130623522704,23.928782463343207,22.093167421757208,90.91989251510208,137.36291643594973,10.108589013718612,694.7187989510529,40.480196294612306,0.26850339556230324,0.030098614112834855,0.223606797749979,0.30000000000000004,0.28284271247461906,201.8131911527934,20.841751356634298,162.6779048520038,240.88391901352884,202.40070590632405,52.81432505207898,23.034356595886077,28.57157736363389,129.121182210387,47.427388050024646,1459.7698812578951,36.38349378057391,1376.4723379103584,1532.1871310854015,1469.2632403435516,81.73628982999993,1.467707809898772,79.85806050000247,84.8930260000052,81.49945704999845
Level-2,Moderate-I,no_post_processing,No post-processing,30,30,0,0,0.0,0,20270703,20270732,25.576946292107497,0.5256098396956358,24.765215372413525,26.571251034741938,25.523174063947963,151.2422026244084,146.29303521108585,12.51401752200236,509.81065698317684,88.74676201680819,0.18985805776412723,0.035878283617902997,0.1,0.30000000000000004,0.2,359.62225595564945,38.298474967030096,283.59150394143984,444.8096095377318,355.221487408013,778.3469228626972,114.06597633400749,563.6166182196939,1097.7017444148883,755.9967765503842,1411.5531510201693,53.8766558688683,1338.9039524530656,1604.164424527091,1399.2555333809978,62.79343740333328,0.46199496564452247,61.607113299993216,63.73688260000199,62.7832636000021
Level-2,Moderate-I,no_softmin_adaptive_fusion,No softmin adaptive fusion,30,30,0,0,0.0,0,20270703,20270732,22.205477338167064,0.20318132801160602,21.745039612057983,22.613943223871747,22.189224828497323,24.38195929403525,22.42066196591855,7.88170150423091,135.70710971627304,20.141372045584603,0.2808681819837977,0.010633172109785075,0.223606797749979,0.28284271247461906,0.28284271247461906,252.16532106748275,14.238121048155666,231.6909763913349,273.07786552086355,252.22166723425943,66.1139992872913,13.18638907712115,45.86299624944016,91.23302579135256,66.86069246295527,1769.5227145608492,33.343915593648916,1697.121608995573,1816.0121472443802,1772.8835850752089,82.09466293333438,0.7923646549830874,80.53147210000316,83.95272699999623,81.97256950000155
Level-2,Moderate-I,reduced_bspline_representation,Reduced B-Spline representation,30,30,0,0,0.0,0,20270703,20270732,21.898743554053485,0.18867208736461458,21.40568432789732,22.25336571401481,21.885473538046163,42.76261470670766,62.20550626909546,9.479410296863184,270.6216237109891,21.190317781580358,0.2659569554873026,0.03055428766297239,0.223606797749979,0.30000000000000004,0.28284271247461906,179.1050661198362,24.81584111002268,148.7661570191257,255.24414886706356,170.4797431992136,44.15286667845364,31.67153912099494,26.516074376454068,189.10914997213106,33.92469464698878,1465.607155550095,27.140911692141962,1402.1815179019409,1513.2273470216262,1466.8182768883898,79.97727225333365,0.8683446005123162,77.92692389999866,81.76270249999652,80.04700745000446
Level-2,Moderate-I,reduced_objective_nsga,Reduced-objective NSGA-II,30,30,0,0,0.0,0,20270703,20270732,22.425143438591924,0.2219062513159486,21.939650772447727,22.87394305173365,22.41613122445037,37.08647760902069,13.284287234200987,15.770648503714975,74.55956333843471,39.14480684257177,0.26309740756640576,0.02792407799438737,0.223606797749979,0.28284271247461906,0.28284271247461906,251.27954456949632,11.941162013355646,230.2199920687821,273.88839457398694,249.20365641389208,57.95187522134378,9.593005826587788,43.33147809156997,77.20380130410891,56.58322788087747,1787.2443344956425,20.15779347591156,1744.9072523136704,1833.3013804956313,1788.2248138509115,82.08765997666778,0.9682288587475694,80.26136069999484,83.90973110000778,82.26179335000052
Level-3,Moderate-III,full_proposed,Full proposed method,30,30,0,0,0.0,0,20290703,20290732,15.223849876891894,1.1492107977362054,14.204383031947678,19.051568944962064,14.898136424834217,359.14433469606706,1178.0277195341466,9.486127084715427,5872.863364680114,30.751077387316723,0.21809854494165062,0.009984556124410586,0.2,0.223606797749979,0.223606797749979,229.87737376973536,45.055902595628034,176.97366564853724,364.63872577875827,218.86947340606147,245.9715530622327,70.26251107280392,160.44673125299656,482.5573149519662,234.49006472223346,1589.7226838224003,68.10814705286457,1478.3689683108753,1771.2939733379067,1585.1007518417553,65.31887354666445,1.0985936433946235,62.98360109998612,68.47631430000183,65.41865509998752
Level-3,Moderate-III,no_astar_initialization,No A* initialization,30,30,0,0,0.0,0,20290703,20290732,16.78259331035518,0.7878689477899279,15.342953173735712,18.356264128838728,16.702011898181798,158.49847690630102,267.37894843815195,9.732430343082525,1275.7736833135884,27.290039869392537,0.21573786516665272,0.011128351180739645,0.2,0.223606797749979,0.223606797749979,308.84606683486885,26.432142175623436,261.4533640078538,407.3909146713578,303.550182081872,331.3800630432701,64.24228911328208,212.32558175769532,452.1252663914573,325.7908136802346,1419.1424870388391,41.60962935520187,1365.7542961672393,1531.8202430662209,1408.023211961809,65.76176407000166,1.2063473143840333,63.82058729999699,70.4324881999928,65.55455229998915
Level-3,Moderate-III,no_post_processing,No post-processing,30,30,0,19,0.6333333333333333,1329,20290703,20290732,18.64806154699057,0.898052931458238,17.049477675007534,20.6398729707134,18.543928038276704,54.98611355274084,61.22640851397098,11.653982635616776,258.866505937144,24.54838515145407,0.04000000000000001,0.05537749241945385,0.0,0.2,0.0,399.2482098051729,48.682503863191236,310.8384960960561,517.4354163062902,399.7670172294196,578.7939221653368,85.75196181235891,424.87120980329416,750.1311801049781,580.4370477046589,1881.2979580525853,325.5227999145569,1538.4910511905373,2916.923945264123,1755.579368059672,48.56963597000092,0.4271751857787669,47.690909500001,49.774400700000115,48.50492024999403
Level-3,Moderate-III,no_softmin_adaptive_fusion,No softmin adaptive fusion,30,30,0,0,0.0,0,20290703,20290732,14.91581796036292,0.4596568589926224,14.425067605509563,15.914256292094905,14.762550773489288,45.578079720042744,129.077759844426,4.565839573388023,663.0179615584228,7.3460857206263395,0.20000000000000007,5.551115123125783e-17,0.2,0.2,0.2,327.18073124209945,30.48512567871097,280.51427175870396,389.7940035170834,312.99640327076037,254.7594356974908,63.816518381668885,208.69763391718388,489.22515406344087,220.6123326144322,1904.2712820943564,66.79643612644946,1691.3728374764023,1972.4596190510276,1933.385213621983,64.3629172900032,0.7613257278964332,63.42027620002045,66.48175330000231,64.25932350000949
Level-3,Moderate-III,reduced_bspline_representation,Reduced B-Spline representation,30,30,0,0,0.0,0,20290703,20290732,16.647791564167647,2.9296841532085467,14.205541255262881,21.83434305502046,14.75890537724601,494.2104813768996,1227.897568550985,7.156933051990791,6236.944767942786,91.78293261669941,0.22360679774997905,5.551115123125783e-17,0.223606797749979,0.223606797749979,0.223606797749979,239.89096912831164,67.91435713765779,170.33385296577353,350.1534951611285,198.5200001582084,272.12156950684295,70.15532502930765,200.17644102919988,429.4820458990851,232.49271053852956,1573.9400800572828,92.17152370716731,1428.4986110923362,1737.2410825357915,1570.744914206117,63.01020599333666,2.1805138945215616,60.900596000021324,74.02544379999745,62.643186999994214
Level-3,Moderate-III,reduced_objective_nsga,Reduced-objective NSGA-II,30,30,0,0,0.0,0,20290703,20290732,14.687653747056551,0.3682959990198151,14.366139405767564,15.965207499280325,14.519620123573976,191.060563421814,718.8541543003917,4.38615181302516,3756.537343923612,5.455174760790561,0.20000000000000007,5.551115123125783e-17,0.2,0.2,0.2,316.299168427943,25.162369547318956,292.05171271606497,385.52683288314813,306.2779358373608,197.7030547186371,46.258877665217746,170.4440799474444,386.04699201200276,178.16517084372583,1933.3282371280084,37.3184099913908,1831.190679072163,1967.244562234459,1948.1242026030588,63.85151413333078,1.0013413795918855,62.404375199985225,67.21681779998471,63.608880300002056
Level-4,Moderate-II,full_proposed,Full proposed method,30,30,0,0,0.0,0,20280703,20280732,21.474770252550275,0.32200582725430993,20.79371668421555,22.37880712199924,21.499467852928966,81.99031861352036,406.5920948450446,4.353744090267079,2271.5293718485686,5.840014773445986,0.2611228770755844,0.02854545616677508,0.223606797749979,0.28284271247461906,0.28284271247461906,290.20508975594413,20.572580254725313,252.98003647501372,364.5898140512858,287.94660038855744,119.91353602697333,26.328828980698407,79.38498352144099,241.80611904871736,115.42172199971887,1617.46642294684,33.224611811550446,1560.8014089969374,1681.7852711220246,1628.794887474473,71.24316939666654,1.7072326351033413,69.38661180000054,79.67831879999721,70.87948109999707
Level-4,Moderate-II,no_astar_initialization,No A* initialization,30,30,0,0,0.0,0,20280703,20280732,24.797235462869523,0.6142861104539031,23.64330751420944,26.77567280943091,24.657650790752083,16.996381577397084,8.609214929846782,7.775168216868462,39.876037407450525,14.73666728508572,0.27889365149297635,0.014776033192784052,0.223606797749979,0.28284271247461906,0.28284271247461906,372.27311738596796,18.37744727878308,337.1931699772244,434.8573001838963,373.2796985648792,170.55038880091288,23.062742850802028,123.7191081953098,238.86639473112757,171.05171555100992,1538.2985609008676,31.52636976878359,1482.003349131392,1604.1736650829137,1544.6355570023113,69.89255371666708,0.8409977156261109,68.5843087000103,72.21510110000963,69.77194605000113
Level-4,Moderate-II,no_post_processing,No post-processing,30,30,0,24,0.8,2610,20280703,20280732,23.29968902865577,0.5134321321000517,22.661981513045465,24.94496957673302,23.161643174520243,165.07888390851562,633.2723103776018,10.644247934961786,3541.320200377578,29.192612952310434,0.02,0.04,0.0,0.1,0.0,406.75347002407193,27.420124902467727,365.3314289700837,488.64597065106057,401.384657910428,614.3121104172019,61.11742059662861,497.39506959658854,735.058039346865,599.4197438895741,2024.7753775793349,176.8575090225113,1721.3566730929726,2409.3955106000617,2026.435838031003,50.91424460666749,1.2632260720694477,49.75280390001717,57.14849060001143,50.72975010000664
Level-4,Moderate-II,no_softmin_adaptive_fusion,No softmin adaptive fusion,30,30,0,0,0.0,0,20280703,20280732,24.681827736401868,0.9086353619522646,23.075753411453526,26.071484921535184,24.92482969616084,31.913266153998396,31.067818942461724,6.1852456543349295,125.68589091143753,20.282408078050373,0.2808681819837977,0.010633172109785075,0.223606797749979,0.28284271247461906,0.28284271247461906,366.73700114891324,28.411769101392043,314.17161782262383,401.00311889388945,376.90155621012457,196.9135848058362,47.2502622927809,129.87716153764248,319.90082760729854,191.43609891884716,1626.3971989792185,44.98767766778217,1563.4497471236775,1720.4628532463953,1621.1490645152162,69.26689559000175,1.0483346890598697,67.37790469999891,72.917783900004,69.17820070000744
Level-4,Moderate-II,reduced_bspline_representation,Reduced B-Spline representation,30,30,0,0,0.0,0,20280703,20280732,21.4270613144421,0.33974772219403215,20.73719876424746,22.48774633034501,21.3775127146041,6.364636017640283,1.7547240475904542,4.733083522127403,12.578321192474858,5.7021716656279615,0.2551992856031204,0.029552066385568107,0.223606797749979,0.28284271247461906,0.28284271247461906,278.79388668721003,25.506971059957316,239.96925807347338,357.0879037949962,272.48242516580854,110.37454590399656,44.1451772322803,51.21472868110132,248.79633730114716,98.80990850800336,1640.7166136441906,46.184844552428544,1546.6031407756566,1772.1148684915372,1641.738622904811,69.27425475333148,1.2158310776883159,67.10201519999828,72.21853090000513,69.37073234999843
Level-4,Moderate-II,reduced_objective_nsga,Reduced-objective NSGA-II,30,30,0,0,0.0,0,20280703,20280732,24.81756895684158,0.7666631251513875,23.06077212050272,25.65827650451834,25.181948789934765,2125.884300216239,10794.424755319062,10.275425302531508,60222.57549424791,22.615202590226303,0.28284271247461906,0.0,0.28284271247461906,0.28284271247461906,0.28284271247461906,377.93093430871863,25.79467020738513,320.20977355821,409.2482844361539,386.5772136582061,226.4392793273253,58.90147208377436,141.09816679867242,354.59871003564433,223.24339503756124,1608.8516138446723,35.872123511682354,1575.2542453664255,1699.7476109452552,1590.6743274431358,67.85842403000085,0.9286410303749866,65.43500750001112,69.7393829000066,67.7054342499905
Level-5,Hard,full_proposed,Full proposed method,30,30,0,0,0.0,0,20300703,20300732,26.37440980069495,1.093039561045305,24.80783801697424,29.327865848219304,26.139963012522863,577.8402672229955,1958.9083589102374,12.1510910992419,11005.478443538708,123.64059390902474,0.1966666666666667,0.017950549357115014,0.1,0.2,0.2,808.6180005456953,72.59946679991467,672.1998087320112,959.7359032624421,825.7876249800455,445.3996671388737,104.95035091727993,269.9936378585659,706.5534387087092,436.9331031565514,4120.541538786466,105.14321613927866,3907.650356837987,4390.441114380165,4112.483633624994,134.78706893666725,7.08409796821525,125.52029030001722,158.30689659999916,133.04538220001268
Level-5,Hard,no_astar_initialization,No A* initialization,30,30,0,0,0.0,0,20300703,20300732,25.54835805083423,1.1897788782266459,23.809260738105486,30.552926168874663,25.309857829666214,65.52862984188208,57.7801862241193,12.338747042252216,287.13549124562167,52.592153987254505,0.1980473785412437,0.010515188361350328,0.14142135623730953,0.2,0.2,755.4442156564858,65.43659607376098,626.4673314397271,872.4634167775855,754.605311289185,447.39721384257285,112.85401759291159,293.37488487914874,808.3079750165672,415.5573021176432,4118.9976947789455,117.0868352297846,3798.463874475042,4294.530229787937,4143.974639047289,135.03909820667178,7.595595860095566,125.25512470002286,162.4788489000057,133.09805070000584
Level-5,Hard,no_post_processing,No post-processing,30,30,0,30,1.0,7092,20300703,20300732,27.611346800986347,1.676370714166942,25.19467698393283,33.35482779058403,27.707490708606144,235.1612820339929,448.3015326808852,26.046908617489244,2470.779017983439,91.90727593137194,0.0,0.0,0.0,0.0,0.0,838.1809761523948,63.14315017931667,747.3351082600254,993.6504291404425,818.1187229617987,1006.3100596796345,99.81211712220448,834.4697884330903,1232.7438004612354,1002.2564507293782,5300.608521876649,392.3257495720721,4658.551320328335,6352.787869321311,5304.31397687266,97.84861430000068,7.301599968479498,91.36921460001031,128.90059430000838,95.61370739999984
Level-5,Hard,no_softmin_adaptive_fusion,No softmin adaptive fusion,30,30,0,0,0.0,0,20300703,20300732,24.23964142875658,0.0861982890078781,23.991776085381698,24.486186158771016,24.232850767496856,60.51879962880703,179.910621990652,9.193494604472484,1005.6988608879853,20.28564668505499,0.20000000000000007,5.551115123125783e-17,0.2,0.2,0.2,645.145339245773,16.520025740501495,620.5617018757937,687.9307432379155,645.2153179203447,412.3080150695572,19.892219184102217,346.41136349315394,448.29650073644774,413.56137797455034,4531.947176743056,27.491446038791405,4483.16844553134,4595.401564933281,4534.578357407949,131.63735229666636,9.192104922417258,122.28790309999022,169.6311238000053,128.755736600011
Level-5,Hard,reduced_bspline_representation,Reduced B-Spline representation,30,30,0,0,0.0,0,20300703,20300732,26.39667445072767,1.1499222096845954,24.691452097792542,29.34918155633616,26.035353970446955,577.5004927767684,1543.8805007907624,34.7457296937846,6625.868283383373,99.26352746456763,0.18138071187457702,0.037873086660648904,0.1,0.2,0.2,757.1439282855177,69.86437658015593,626.6404072623484,910.572453706432,748.407969153391,576.5634973079997,133.43104702610748,323.0109381476416,912.3590655644101,553.5933323952682,4157.437492885331,125.10110543828469,3767.6077316935816,4409.295686025817,4150.437029738214,128.54915808000368,8.17609273365997,117.53709870000603,162.78871229998185,126.33601379999891
Level-5,Hard,reduced_objective_nsga,Reduced-objective NSGA-II,30,30,0,0,0.0,0,20300703,20300732,24.322901152781178,0.06896148233886876,24.192704799956076,24.54893523462617,24.314580389495227,7483.215997591,30186.386841347143,8.809137885557648,164638.61826591528,38.45313150619373,0.20000000000000007,5.551115123125783e-17,0.2,0.2,0.2,693.9261402781218,16.58495459111134,656.7965087397895,729.1887376806128,692.754930843495,414.09414903419594,25.20296478919718,371.27238879844083,485.5840754437296,409.47103997290543,4482.794778404302,22.970307013543884,4445.337622258151,4526.955806835508,4485.136245491729,131.65272411333086,9.339935488283496,121.21887510002125,168.0800752999785,128.68496885000786
